Date,Open,High,Low,Close,Adj Close,Volume
2020-10-06,96.599998,97.000000,94.650002,95.750000,91.814583,6392199
2020-10-07,95.849998,96.449997,93.900002,94.150002,90.280350,4377110
2020-10-08,95.000000,95.300003,92.599998,93.550003,89.705009,4520352
2020-10-09,93.199997,94.050003,91.800003,92.800003,88.985832,4224164
2020-10-12,93.050003,95.000000,92.599998,93.550003,89.705009,7136705
2020-10-13,93.550003,93.949997,91.000000,91.500000,87.739265,6655655
2020-10-14,91.949997,93.750000,91.150002,91.550003,87.787209,7440576
2020-10-15,91.750000,92.449997,87.849998,88.400002,84.766678,5285769
2020-10-16,87.699997,91.349998,87.699997,91.000000,87.259819,7266931
2020-10-19,91.400002,91.949997,88.449997,90.050003,86.348854,7504189
2020-10-20,89.150002,91.099998,89.050003,89.949997,86.252968,4895301
2020-10-21,90.000000,92.800003,89.150002,92.400002,88.602272,9650760
2020-10-22,92.349998,95.150002,91.650002,93.099998,89.273499,9594464
2020-10-23,93.849998,94.250000,92.150002,92.599998,88.794044,5887683
2020-10-26,92.599998,92.750000,89.050003,89.949997,86.252968,6177300
2020-10-27,89.900002,90.449997,88.699997,89.699997,86.013237,4109765
2020-10-28,89.699997,90.050003,87.699997,88.250000,84.622841,4441944
2020-10-29,87.650002,88.900002,86.349998,86.650002,83.088600,5605585
2020-10-30,86.900002,89.849998,86.449997,87.000000,83.424217,9210799
2020-11-02,87.849998,89.599998,87.250000,88.650002,85.006401,4748693
2020-11-03,88.849998,90.400002,88.849998,89.400002,85.725571,3501994
2020-11-04,90.250000,90.349998,87.900002,88.900002,85.246132,3391500
2020-11-05,89.400002,93.449997,89.050003,92.900002,89.081726,7247088
2020-11-06,92.099998,93.500000,91.500000,92.449997,88.650208,6721247
2020-11-09,94.500000,94.900002,91.750000,93.050003,89.225563,8288466
2020-11-10,93.000000,96.250000,92.050003,95.400002,91.478973,10546823
2020-11-11,95.949997,97.400002,94.500000,95.699997,91.766632,8088909
2020-11-12,96.099998,96.500000,94.000000,94.250000,90.376236,10857825
2020-11-13,93.900002,97.250000,92.750000,96.699997,92.725525,7740513
2020-11-14,97.199997,97.199997,96.400002,96.599998,92.629639,947727
2020-11-17,97.550003,97.750000,95.750000,96.150002,92.198143,4536016
2020-11-18,96.150002,98.300003,95.699997,96.550003,92.581711,10536268
2020-11-19,96.500000,108.250000,95.699997,103.099998,98.862488,42410528
2020-11-20,105.150002,109.900002,104.500000,108.349998,103.896713,37325445
2020-11-23,108.550003,109.050003,104.500000,106.000000,101.643295,10906565
2020-11-24,106.000000,108.900002,106.000000,107.699997,103.273422,10966751
2020-11-25,108.000000,110.400002,105.900002,106.849998,102.458366,12433645
2020-11-26,107.400002,109.300003,106.849998,108.900002,104.424095,9582353
2020-11-27,109.449997,113.800003,109.050003,111.099998,106.533676,14246823
2020-12-01,111.099998,112.800003,110.300003,111.800003,107.204918,10783871
2020-12-02,112.000000,115.000000,111.550003,113.550003,108.882988,16137127
2020-12-03,114.099998,116.800003,113.849998,115.000000,110.273392,16184624
2020-12-04,115.900002,118.000000,114.400002,115.750000,110.992569,15335926
2020-12-07,115.849998,116.750000,114.349998,114.949997,110.225433,8862337
2020-12-08,115.550003,116.050003,111.099998,113.150002,108.499428,12214245
2020-12-09,115.750000,122.500000,114.800003,116.949997,112.143234,49168249
2020-12-10,116.800003,116.800003,112.449997,114.400002,109.698044,12916205
2020-12-11,114.400002,116.400002,113.349998,114.650002,109.937767,13693303
2020-12-14,115.650002,119.250000,115.199997,118.550003,113.677483,25002925
2020-12-15,117.400002,119.300003,117.199997,118.250000,113.389816,10755584
2020-12-16,119.000000,120.699997,117.349998,118.099998,113.245979,12908375
2020-12-17,118.000000,120.849998,115.800003,120.300003,115.355553,18747412
2020-12-18,121.449997,122.699997,118.550003,121.250000,116.266510,32586774
2020-12-21,120.699997,123.199997,109.150002,111.949997,107.348740,28993024
2020-12-22,111.949997,114.099998,106.349998,112.250000,107.636414,24627551
2020-12-23,113.199997,115.949997,112.500000,115.449997,110.704887,13015991
2020-12-24,116.150002,118.150002,114.300003,114.900002,110.177498,9418724
2020-12-28,116.199997,116.550003,113.900002,114.599998,109.889832,9447294
2020-12-29,115.199997,116.199997,113.949997,114.750000,110.033669,6927360
2020-12-30,115.000000,115.300003,113.400002,114.400002,109.698044,6332210
2020-12-31,115.699997,120.750000,115.400002,119.949997,115.019936,37390127
2021-01-01,121.000000,128.000000,120.599998,126.400002,121.204842,67232056
2021-01-04,129.000000,131.800003,126.900002,131.300003,125.903442,35204855
2021-01-05,130.000000,133.250000,129.000000,131.500000,126.095215,21453841
2021-01-06,132.000000,135.399994,129.649994,133.149994,127.677399,24699603
2021-01-07,134.399994,135.000000,131.300003,131.750000,126.334946,15337009
2021-01-08,133.050003,133.750000,131.550003,132.100006,126.670586,6635449
2021-01-11,132.800003,135.550003,129.550003,134.600006,129.067810,14142114
2021-01-12,134.949997,135.949997,133.399994,134.449997,128.923965,10869411
2021-01-13,134.550003,137.699997,132.449997,134.050003,128.540421,12818493
2021-01-14,134.750000,141.000000,134.550003,139.149994,133.430786,31434222
2021-01-15,138.699997,139.500000,132.399994,133.449997,127.965080,14939243
2021-01-18,133.850006,135.250000,128.300003,133.550003,128.060974,17878176
2021-01-19,134.550003,138.199997,134.100006,137.050003,131.417114,21463842
2021-01-20,137.350006,138.949997,134.899994,135.500000,129.930817,13257081
2021-01-21,136.500000,137.800003,132.300003,133.899994,128.396576,10360818
2021-01-22,133.500000,135.500000,130.899994,132.350006,126.910278,10274387
2021-01-25,133.750000,134.750000,128.899994,130.699997,125.328094,7567402
2021-01-27,131.000000,134.399994,130.800003,132.699997,127.245895,18632641
2021-01-28,131.000000,134.699997,129.850006,131.199997,125.807541,16639553
2021-01-29,130.800003,136.250000,127.000000,130.050003,124.704819,25872491
2021-02-01,130.000000,134.800003,125.599998,133.699997,128.204788,15800000
2021-02-02,134.750000,136.800003,131.399994,133.500000,128.013016,10738562
2021-02-03,134.199997,141.199997,134.149994,139.100006,133.382874,21146786
2021-02-04,139.750000,141.800003,137.050003,140.949997,135.156815,18344056
2021-02-05,142.000000,143.199997,138.699997,140.199997,134.437637,9954380
2021-02-08,141.199997,143.000000,139.500000,140.750000,136.326355,10642397
2021-02-09,141.449997,142.000000,137.399994,137.949997,133.614349,16102258
2021-02-10,138.899994,142.350006,138.350006,139.850006,135.454636,11220712
2021-02-11,139.300003,140.500000,134.600006,135.399994,131.144501,11797598
2021-02-12,135.850006,137.000000,134.149994,136.250000,131.967789,8268755
2021-02-15,137.350006,137.949997,134.800003,136.100006,131.822510,7807418
2021-02-16,136.100006,138.449997,132.550003,133.149994,128.965225,16238431
2021-02-17,132.100006,139.750000,132.100006,139.100006,134.728226,15410572
2021-02-18,139.350006,143.899994,137.850006,141.550003,137.101212,14549793
2021-02-19,140.399994,142.699997,133.000000,135.399994,131.144501,17212311
2021-02-22,135.500000,136.550003,129.250000,130.300003,126.204796,9555001
2021-02-23,131.250000,135.600006,130.250000,134.199997,129.982224,10706432
2021-02-24,135.649994,138.949997,135.199997,136.350006,132.064636,7552240
2021-02-25,137.100006,143.000000,137.050003,141.699997,137.246490,19775340
2021-02-26,139.350006,142.350006,136.000000,137.100006,132.791077,12877803
2021-03-01,138.699997,147.000000,137.949997,145.949997,141.362915,20686485
2021-03-02,147.949997,153.550003,146.500000,151.500000,146.738495,35563722
2021-03-03,152.850006,154.000000,150.699997,152.899994,148.094498,13219786
2021-03-04,151.500000,154.949997,150.050003,152.800003,147.997635,10111300
2021-03-05,150.800003,153.000000,144.750000,147.000000,142.379913,9713987
2021-03-08,148.000000,150.699997,144.199997,145.050003,140.491226,11561786
2021-03-09,146.050003,147.399994,139.250000,140.000000,135.599930,12371248
2021-03-10,141.399994,142.649994,139.050003,139.750000,135.357788,8082556
2021-03-12,142.250000,143.500000,139.250000,140.050003,135.648346,13199775
2021-03-15,141.350006,141.350006,133.399994,137.100006,132.791077,10052201
2021-03-16,137.500000,138.550003,135.500000,137.850006,133.517502,9757790
2021-03-17,137.500000,138.449997,132.850006,133.850006,129.643234,11951944
2021-03-18,134.350006,135.500000,128.050003,129.800003,125.720512,15117744
2021-03-19,128.399994,130.050003,125.000000,127.949997,123.928642,18797976
2021-03-22,128.699997,131.949997,127.349998,127.949997,123.928642,12981794
2021-03-23,127.900002,129.750000,126.150002,126.599998,123.977615,12751237
2021-03-24,126.500000,126.699997,121.599998,122.449997,119.913574,10676341
2021-03-25,122.650002,123.349998,115.849998,119.250000,116.779869,20239483
2021-03-26,120.000000,124.250000,119.949997,122.400002,119.864616,12030981
2021-03-30,124.000000,126.949997,122.900002,125.800003,123.194199,14232480
2021-03-31,125.800003,127.000000,124.500000,125.099998,122.508690,8044840
2021-04-01,126.000000,127.000000,124.300003,126.099998,123.487968,10006344
2021-04-05,126.849998,132.000000,125.000000,131.399994,128.678177,20425592
2021-04-06,132.300003,134.949997,128.800003,130.949997,128.237518,20391004
2021-04-07,131.949997,134.449997,131.000000,131.300003,128.580276,12782166
2021-04-08,132.350006,133.649994,129.500000,130.050003,127.356148,8440783
2021-04-09,131.000000,131.550003,129.000000,129.899994,127.209244,5197029
2021-04-12,127.900002,128.500000,120.500000,121.900002,119.374977,11833034
2021-04-13,122.099998,126.199997,121.650002,125.599998,122.998329,6476863
2021-04-15,125.000000,129.699997,124.400002,128.500000,125.838257,14226636
2021-04-16,128.250000,129.500000,125.599998,128.000000,125.348618,7150486
2021-04-19,124.099998,126.449997,122.150002,123.400002,120.843910,10011528
2021-04-20,124.849998,127.650002,123.650002,124.300003,121.725258,8878113
2021-04-22,123.099998,126.699997,122.550003,126.050003,123.439018,7709405
2021-04-23,125.849998,129.000000,125.349998,126.900002,124.271408,9204421
2021-04-26,128.000000,129.699997,127.699997,129.350006,126.670662,5568309
2021-04-27,129.050003,130.100006,128.350006,129.199997,126.523750,6365755
2021-04-28,130.399994,130.550003,128.199997,128.800003,126.132057,6464777
2021-04-29,130.000000,131.250000,129.149994,129.850006,127.160301,5553358
2021-04-30,128.149994,136.449997,127.800003,131.750000,129.020950,17729247
2021-05-03,131.000000,132.850006,128.850006,130.250000,127.552010,6508150
2021-05-04,131.399994,137.250000,130.550003,132.800003,130.049194,17644169
2021-05-05,133.600006,138.500000,132.500000,137.850006,134.994598,17272091
2021-05-06,139.699997,143.100006,137.399994,142.399994,139.450333,20521835
2021-05-07,142.750000,143.399994,137.300003,137.899994,135.043549,10841671
2021-05-10,139.000000,145.899994,138.649994,144.750000,141.751663,22373168
2021-05-11,142.750000,149.750000,141.449997,148.550003,145.472946,23494231
2021-05-12,152.449997,155.600006,145.800003,146.850006,143.808167,45341627
2021-05-14,147.800003,148.699997,142.550003,143.350006,140.380661,15885997
2021-05-17,144.500000,149.100006,143.899994,148.149994,145.081223,17162090
2021-05-18,150.500000,155.000000,149.300003,154.600006,151.397644,32516231
2021-05-19,154.300003,157.899994,153.050003,155.149994,151.936234,27984638
2021-05-20,155.949997,158.699997,153.000000,156.800003,153.552063,22499977
2021-05-21,158.500000,159.000000,156.250000,157.600006,154.335495,19387924
2021-05-24,158.350006,160.000000,156.199997,156.850006,153.601028,24874623
2021-05-25,157.850006,157.850006,148.800003,149.199997,146.109482,17864946
2021-05-26,150.000000,154.199997,149.000000,149.750000,146.648087,15023561
2021-05-27,150.800003,150.949997,142.199997,148.550003,145.472946,120083069
2021-05-28,148.500000,149.600006,144.399994,144.850006,141.849579,14875105
2021-05-31,145.550003,146.199997,143.699997,145.399994,142.388184,9687062
2021-06-01,153.000000,153.000000,146.000000,146.949997,143.906082,24960961
2021-06-02,146.250000,151.000000,146.000000,150.350006,147.235657,8247583
2021-06-03,151.250000,151.949997,149.199997,151.199997,148.068054,8930766
2021-06-04,151.600006,153.199997,150.850006,152.800003,149.634903,7858061
2021-06-07,153.000000,154.250000,152.399994,153.300003,150.124557,5629880
2021-06-08,153.600006,153.800003,148.250000,152.949997,149.781799,10639442
2021-06-09,153.399994,155.500000,149.550003,150.699997,147.578415,10338977
2021-06-10,150.949997,152.949997,150.100006,152.050003,148.900452,5793688
2021-06-11,152.000000,155.000000,150.149994,154.050003,150.859024,8611966
2021-06-14,153.000000,153.350006,147.550003,151.750000,148.606659,8844427
2021-06-15,152.000000,152.899994,150.050003,150.699997,147.578415,7650343
2021-06-16,150.000000,151.500000,148.250000,149.699997,146.599136,6569685
2021-06-17,148.199997,149.750000,144.649994,146.149994,143.122650,7473180
2021-06-18,146.550003,147.000000,140.500000,146.199997,143.171616,11363848
2021-06-21,142.000000,150.000000,142.000000,149.199997,146.109482,7733156
2021-06-22,150.000000,152.000000,149.000000,151.399994,148.263901,9420443
2021-06-23,155.100006,170.000000,152.500000,168.500000,165.009705,121297926
2021-06-24,168.949997,173.500000,166.800003,171.149994,167.604813,56563505
2021-06-25,171.149994,175.899994,170.850006,175.000000,171.375061,23799864
2021-06-28,176.149994,177.100006,173.000000,173.750000,170.150955,12960351
2021-06-29,173.449997,175.850006,172.550003,174.649994,171.032318,16535082
2021-06-30,175.850006,178.899994,174.800003,178.000000,174.312927,14363890
2021-07-01,177.800003,185.899994,177.100006,184.649994,180.825180,29278526
2021-07-02,185.449997,185.449997,180.250000,180.649994,176.908035,13450364
2021-07-05,181.300003,182.000000,178.600006,179.199997,175.488068,7661856
2021-07-06,178.500000,182.199997,178.399994,181.050003,177.299744,13862952
2021-07-07,180.100006,183.399994,178.899994,182.899994,179.111420,5944980
2021-07-08,183.800003,187.399994,179.100006,180.649994,176.908035,14962479
2021-07-09,180.649994,182.699997,180.199997,180.850006,177.103897,6170818
2021-07-12,181.000000,184.949997,181.000000,183.850006,180.041748,6007072
2021-07-13,184.000000,184.800003,180.149994,181.649994,177.887314,5176887
2021-07-14,181.100006,184.649994,180.800003,184.149994,180.335526,6141083
2021-07-15,184.149994,184.399994,179.449997,179.949997,176.222534,4889977
2021-07-16,180.500000,181.199997,178.699997,179.649994,175.928741,7073212
2021-07-19,179.500000,187.750000,177.649994,186.000000,182.147202,15135709
2021-07-20,186.649994,186.750000,180.250000,181.199997,177.446625,7300366
2021-07-22,182.100006,184.750000,182.000000,184.500000,180.678284,4759456
2021-07-23,184.199997,185.199997,181.600006,182.649994,178.866592,4256737
2021-07-26,182.649994,185.000000,180.199997,184.600006,180.776199,4584420
2021-07-27,184.600006,185.250000,181.800003,183.050003,179.258316,4812249
2021-07-28,183.000000,191.600006,182.500000,189.949997,186.015396,16091543
2021-07-29,190.949997,191.699997,187.949997,188.800003,184.889221,9141733
2021-07-30,188.449997,188.449997,182.500000,184.649994,180.825180,9585592
2021-08-02,185.000000,187.000000,183.449997,183.800003,179.992798,7028068
2021-08-03,183.800003,184.899994,181.550003,182.250000,178.474884,5885660
2021-08-04,182.500000,184.800003,174.800003,175.449997,171.815735,12784409
2021-08-05,176.000000,179.100006,174.100006,176.600006,172.941925,11021856
2021-08-06,176.899994,179.800003,175.000000,175.399994,171.766769,7937865
2021-08-09,165.000000,172.899994,162.350006,171.149994,167.604813,36940495
2021-08-10,171.149994,174.199997,167.699997,169.250000,165.744156,10896916
2021-08-11,169.250000,172.699997,165.300003,172.250000,168.682022,9078516
2021-08-12,171.899994,174.250000,170.000000,173.850006,170.248901,5988887
2021-08-13,174.199997,175.600006,172.550003,174.500000,170.885422,9273747
2021-08-16,174.149994,175.550003,172.449997,174.350006,170.738525,4186971
2021-08-17,174.100006,176.500000,172.300003,176.050003,172.403320,6013013
2021-08-18,176.100006,181.850006,173.250000,174.100006,170.493713,11403534
2021-08-20,171.899994,174.899994,170.300003,171.050003,167.506897,5180721
2021-08-23,172.399994,176.899994,169.149994,175.149994,171.521957,8896100
2021-08-24,175.000000,178.449997,174.399994,177.649994,173.970169,4975304
2021-08-25,177.300003,180.550003,177.300003,179.949997,176.222534,5523853
2021-08-26,180.350006,182.199997,179.399994,181.300003,177.544586,7100495
2021-08-27,181.500000,186.000000,181.300003,185.300003,181.461716,9389315
2021-08-30,184.899994,186.750000,183.699997,184.050003,180.237595,4539741
2021-08-31,183.899994,187.399994,183.649994,186.649994,182.783737,7201234
2021-09-01,187.199997,192.350006,186.550003,189.850006,185.917465,8980084
2021-09-02,190.750000,192.449997,189.750000,190.149994,186.211243,8554863
2021-09-03,192.000000,199.550003,190.550003,198.600006,194.486237,17390220
2021-09-06,201.250000,202.899994,194.750000,195.449997,191.401474,12121797
2021-09-07,195.449997,198.000000,193.350006,194.300003,190.275284,5294190
2021-09-08,196.000000,199.399994,194.250000,197.100006,193.017288,6428521
2021-09-09,196.750000,199.250000,195.500000,197.050003,192.968323,3860406
2021-09-13,197.500000,198.649994,195.649994,196.500000,192.429718,3506328
2021-09-14,195.449997,204.000000,194.699997,202.399994,199.425369,9670105
2021-09-15,203.850006,208.800003,202.699997,207.800003,204.746002,11746173
2021-09-16,207.899994,209.000000,204.750000,205.550003,202.529083,4126167
2021-09-17,205.850006,207.350006,200.699997,205.300003,202.282745,5346383
2021-09-20,202.500000,205.949997,201.050003,201.600006,198.637131,4081197
2021-09-21,201.600006,207.250000,201.600006,204.449997,201.445236,6925971
2021-09-22,204.399994,206.850006,203.800003,205.949997,202.923187,3224214
2021-09-23,207.000000,210.699997,206.550003,207.449997,204.401138,6459882
2021-09-24,208.000000,210.500000,203.600006,205.500000,202.479797,5760785
2021-09-27,206.100006,209.699997,202.750000,204.000000,201.001846,3438620
2021-09-28,205.000000,212.449997,204.149994,210.350006,207.258530,9978002
2021-09-29,210.899994,212.399994,203.699997,205.149994,202.134933,9126075
2021-09-30,206.000000,207.550003,201.699997,202.949997,199.967285,11412417
2021-10-01,200.000000,204.250000,199.149994,201.750000,198.784927,7356644
2021-10-04,202.000000,206.100006,201.750000,205.800003,202.775391,5542529
2021-10-05,206.800003,207.649994,204.550003,205.850006,202.824661,6244510
2021-10-06,205.899994,208.500000,198.000000,199.300003,196.370926,5206217
2021-10-07,201.000000,203.800003,200.500000,203.100006,200.115082,2529141
2021-10-08,203.000000,203.649994,199.399994,200.149994,197.208420,3293914
2021-10-11,200.149994,211.000000,200.149994,208.600006,205.534256,7249740
2021-10-12,208.699997,211.699997,204.550003,210.250000,207.160004,6110347
2021-10-13,211.100006,213.949997,207.100006,208.649994,205.583496,5621151
2021-10-14,209.300003,212.649994,209.050003,210.550003,207.455597,5134959
2021-10-18,205.250000,221.500000,205.000000,217.149994,213.958572,13361541
2021-10-19,219.199997,219.199997,205.750000,206.850006,203.809967,5141354
2021-10-20,206.850006,210.199997,202.850006,204.800003,201.790100,5360981
2021-10-21,205.850006,207.000000,203.050003,204.399994,201.395966,5235829
2021-10-22,205.100006,206.899994,200.000000,201.449997,198.489319,3429625
2021-10-25,202.500000,202.500000,193.750000,201.300003,198.341537,4402590
2021-10-26,201.300003,207.250000,201.100006,206.199997,203.169510,3168382
2021-10-27,206.449997,209.750000,206.050003,207.050003,204.007034,3164333
2021-10-28,207.050003,207.850006,199.899994,200.300003,197.356232,3809902
2021-10-29,197.800003,218.850006,183.449997,206.850006,203.809967,31765008
2021-11-01,207.699997,208.800003,196.300003,200.550003,197.602554,7984670
2021-11-02,202.000000,203.600006,197.250000,200.600006,197.651825,6537703
2021-11-03,201.949997,206.250000,199.449997,200.350006,197.405502,8435905
2021-11-04,202.199997,202.300003,201.300003,201.850006,198.883453,478253
2021-11-08,201.550003,213.300003,201.550003,212.449997,209.327652,11964610
2021-11-09,212.449997,224.199997,212.449997,220.800003,217.554947,17252200
2021-11-10,220.899994,221.399994,218.949997,219.699997,216.471115,5316528
2021-11-11,219.750000,225.000000,219.500000,223.300003,220.018204,7810609
2021-11-12,225.500000,228.000000,222.100006,223.600006,220.313797,7710674
2021-11-15,224.750000,226.000000,220.750000,222.649994,219.377747,2867513
2021-11-16,222.449997,224.000000,216.699997,217.800003,214.599030,2676906
2021-11-17,217.699997,217.800003,213.050003,215.449997,212.283569,6028202
2021-11-18,215.550003,217.500000,208.399994,208.850006,205.780563,9588714
2021-11-22,209.899994,210.399994,200.750000,203.000000,200.016541,5747742
2021-11-23,203.500000,211.649994,202.699997,211.000000,207.898972,5696442
2021-11-24,212.100006,212.949997,207.000000,208.350006,205.287918,3826105
2021-11-25,208.350006,212.600006,205.649994,211.649994,208.539413,3291823
2021-11-26,208.500000,210.350006,196.600006,198.199997,195.287079,7627123
2021-11-29,196.250000,201.300003,188.800003,197.250000,194.351059,4950197
2021-11-30,197.250000,205.300003,197.199997,203.750000,200.755524,10758021
2021-12-01,204.000000,206.300003,201.500000,205.850006,202.824661,4712028
2021-12-02,204.100006,206.800003,202.250000,205.899994,202.873932,4409459
2021-12-03,205.850006,209.800003,205.600006,206.649994,203.612900,4160477
2021-12-06,206.649994,211.199997,206.649994,207.850006,204.795273,4917241
2021-12-07,209.399994,214.699997,208.199997,210.399994,207.307785,7758408
2021-12-08,211.050003,212.949997,208.300003,208.949997,205.879105,3154142
2021-12-09,206.100006,209.350006,204.199997,207.750000,204.696747,4098041
2021-12-10,207.600006,210.850006,205.100006,205.550003,202.529083,6092118
2021-12-13,206.800003,211.399994,206.199997,208.949997,205.879105,9008280
2021-12-14,209.399994,212.899994,208.649994,209.800003,206.716614,6479571
2021-12-15,209.500000,210.350006,206.399994,208.000000,204.943054,4677227
2021-12-16,209.000000,210.800003,205.550003,207.199997,204.154816,7736652
2021-12-17,207.750000,208.149994,200.300003,201.300003,198.341537,4183111
2021-12-20,200.899994,200.899994,191.649994,195.250000,192.380447,5611781
2021-12-21,195.399994,201.449997,195.399994,199.500000,196.567978,3628062
2021-12-22,200.500000,204.199997,200.500000,203.399994,200.410675,2981329
2021-12-23,204.399994,209.750000,204.399994,208.899994,205.829834,2901279
2021-12-24,208.199997,208.699997,202.399994,204.050003,201.051117,3061075
2021-12-27,204.000000,207.449997,201.500000,206.949997,203.908493,2892320
2021-12-28,208.800003,209.100006,205.500000,207.050003,204.007034,3457367
2021-12-29,206.899994,212.899994,206.899994,209.699997,206.618073,8321687
2021-12-30,209.800003,212.399994,205.000000,209.949997,206.864395,14065285
2021-12-31,210.000000,213.000000,208.600006,209.949997,206.864395,4227729
2022-01-03,209.750000,212.199997,209.500000,211.250000,208.145294,2991447
2022-01-04,212.500000,219.050003,211.199997,216.149994,212.973267,10445579
2022-01-05,215.750000,216.899994,212.600006,213.300003,210.165176,3985837
2022-01-06,211.000000,213.149994,210.600006,211.899994,208.785736,2940305
2022-01-07,211.899994,213.949997,207.500000,208.050003,204.992340,4324988
2022-01-10,208.949997,211.500000,208.000000,210.850006,207.751175,3136299
2022-01-11,211.000000,212.149994,208.550003,210.449997,207.357056,3340706
2022-01-12,211.000000,211.949997,208.800003,210.600006,207.504852,2598248
2022-01-13,211.899994,212.300003,207.250000,209.550003,206.470291,4048229
2022-01-14,209.100006,222.100006,208.399994,220.100006,216.865234,9154550
2022-01-17,222.000000,222.800003,215.800003,216.500000,213.318130,9614296
2022-01-18,218.300003,218.500000,207.600006,208.350006,205.287918,5979925
2022-01-19,209.149994,210.399994,205.000000,208.149994,205.090851,10126239
2022-01-20,209.000000,212.800003,207.449997,212.350006,209.229126,6759397
2022-01-21,211.399994,211.649994,205.000000,206.949997,203.908493,5907966
2022-01-24,206.949997,208.750000,195.050003,197.300003,194.400330,6675179
2022-01-25,196.300003,205.500000,194.199997,204.199997,201.198898,9906114
2022-01-27,201.899994,206.300003,198.149994,204.899994,201.888626,7933437
2022-01-28,206.750000,211.000000,205.350006,207.100006,204.056305,8222111
2022-01-31,214.699997,219.750000,207.649994,209.699997,206.618073,17925420
2022-02-01,211.649994,212.449997,203.350006,207.399994,204.351883,9798498
2022-02-02,209.550003,212.199997,208.500000,210.750000,207.652649,10068675
2022-02-03,211.000000,211.449997,207.550003,207.949997,204.893799,3851742
